-9.969736037678796070e-02,1.607862333389604714e+00,3.936341951982213483e-01,6.856304471960192881e-01,1.215976001765958658e+00,1.496187396151522186e+00,-4.440669620686031882e-01,3.911267694557044039e-02,1.405972539506246788e+00,-1.180631591127790703e+00,3.072618075641263546e-01,7.502344532408469213e-01,-1.782756291831067097e+00,-5.859142305439233311e-01,2.160773523898315562e-01,-8.638402804184244221e-01
-2.717524627194211617e-01,1.679842511231367519e+00,4.635244778399537358e-02,1.788453393129229574e-01,-6.490813266988579855e-01,2.829770545677803728e+00,-1.184922400403494835e+00,-9.704303696467646567e-01,-2.049167408388417530e-02,-1.233474067393630358e-01,-6.040179359723367725e-01,2.022510273212811960e+00,-1.660678056121587254e+00,-8.190629988291600050e-01,-2.240126241545590657e-03,-4.702104562304162960e-01
3.059718368162280266e-01,8.664181222170456165e-01,-7.650853726561195334e-01,1.162174655203298990e+00,-8.567832709928124846e-01,1.314948483218221220e+00,-8.736046728246097404e-01,-6.863098631704083186e-01,-8.082258893298936986e-01,-1.668146595390948006e+00,-7.048175263610308994e-01,5.831835894011192511e-01,-1.224854421163328766e+00,-3.242511153893326004e-01,1.233141358507854057e-01,1.889724622473291649e-01
-9.900028490302614781e-02,5.619906537188444906e-01,-1.565084610036014068e+00,8.087473332039802898e-01,4.430411819218083025e-02,-1.872594174172861614e-01,-5.855967955167162842e-01,-1.209167918775315709e+00,6.420820146149902596e-01,-1.940706727527223840e-01,6.112396729089339953e-01,4.314230094735669319e-01,-1.498063189396464656e+00,-4.479303977445957541e-01,9.710407075600957505e-01,-6.012815896127021720e-01
7.334524243377500696e-02,3.573033264400186648e-01,-1.099728984639644747e+00,8.066204422281160191e-01,-8.139134815271255041e-01,5.688878568718308548e-01,-1.129051063403804900e+00,-1.036859038821107193e+00,-7.145263252932412268e-01,1.076595646576486154e-01,-8.499111532715782902e-01,2.848702254650921084e-01,-4.775690908672960977e-01,-3.132363936134594518e-01,2.007135845613516045e-01,-3.052483591382155748e-01
7.381919292308527503e-01,6.645720737075209161e-01,-2.102539174878998107e+00,1.153813076419947459e+00,-1.163710087373912794e+00,2.333239292291964806e-01,-1.213206317222886632e+00,-9.054985217698021671e-01,-4.069904096853117076e-02,-1.435512330786061108e+00,1.825969433529295749e+00,-6.836495499035731838e-01,-2.896748261561427062e-01,3.011740111507476003e-01,-4.834110760595283079e-02,-9.829014184099017781e-02
-5.062536382787443667e-01,-6.638171413829556666e-01,-7.398446609342497204e-01,-9.246945219527713533e-01,-5.846483452209306764e-01,7.178762392577863194e-01,-2.253145546834581570e+00,-1.078405854857648505e+00,-1.523587978147292521e+00,-6.720520693702266568e-01,1.138489312560510669e+00,1.359069079783808531e+00,3.929732133882283818e-01,-2.321793208095823235e+00,-2.760275376649041768e+00,-1.199094578473345551e+00
3.071461698643185745e+00,-4.810099195843730024e-01,-4.408740074428145195e-01,-3.012699885465071614e-01,-2.408965914216879334e+00,-2.281329030347478692e+00,-1.437365687008944001e-02,3.557148504984063986e-01,-6.906740685297174664e-01,-6.344923891626299550e-01,5.898542333202710930e-01,6.669088340863409403e-01,-8.706406871076402543e-02,-1.050718744518779113e+00,-1.273834209538848627e+00,1.440876211057003031e+00
1.580903784088352193e+00,1.412639927517004290e+00,-4.199576290781977805e-01,-4.902035299981208905e-01,-5.416281507507558768e-01,-2.308057643965151229e+00,1.302033782567247056e-01,-1.073297862901543498e+00,-1.344242100751675828e+00,-9.957020583473933373e-01,3.974338824028843531e-01,-2.934368322259365419e-02,3.452948761892578045e-01,3.519154756607577594e-01,2.506971276233384283e-02,3.222468936774318671e-01
6.846035477624587418e-02,1.427613895925320953e-01,-7.155209423117552259e-01,-1.565319519798643311e-01,-2.016742417322479053e+00,1.140947313428085641e-01,2.302192118981051250e-01,1.337279709871984079e-01,-3.043225820879167376e-01,1.303337163559738165e+00,2.290649295839723987e-01,-9.876113535776380736e-01,3.229441779005219337e-01,2.788409471425131181e-01,-5.894230799972008938e-01,1.558180695291318640e+00
-2.159516842815168702e-01,3.820347330855531354e-01,-5.483510916401199697e-01,-6.225011387423133868e-01,-1.439430007443897708e+00,-2.312069724125717374e-01,-1.634252875626510948e-01,-1.030283739495614137e+00,-8.046977216426448587e-01,4.563303655643295431e-01,5.670390247452843369e-01,-1.721190141365625870e+00,-2.604467634738329984e-01,-1.755985304019902493e-01,-6.345575004706117683e-01,1.011698194785079163e+00
