24,24
24,24
21,24
21,24
22,23
22,23
24,23
24,23
20,20
20,20
24,24
24,24
15,19
15,19
15,19
15,19
31,30
31,30
0,1
0,1
4,5
4,5
31,30
31,30
16,17
16,17
17,20
17,20
3,4
21,24
21,24
2,3
2,3
17,20
17,20
22,23
22,23
17,21
17,21
25,24
25,24
22,23
22,23
24,23
24,23
22,22
26,25
26,25
14,15
14,15
22,20
22,20
22,23
22,23
24,24
24,24
14,17
14,17
14,14
14,14
15,19
15,19
0,1
0,1
52,52
52,52
76,52
76,52
22,25
22,25
24,25
24,25
24,25
24,25
23,24
23,24
29,24
29,24
28,23
28,23
10,8
10,8
16,17
16,17
6,42
6,42
17,21
17,21
52,40
52,40
50,39
50,39
50,46
50,46
50,45
50,45
47,53
47,53
35,34
35,34
33,31
33,31
30,28
30,28
24,24
20,23
20,23
20,22
20,22
25,24
25,24
24,24
24,24
7,6
7,6
25,25
25,25
26,24
26,24
24,23
24,23
22,22
22,22
21,21
21,21
20,22
20,22
22,22
22,22
19,22
19,22
22,26
22,26
37,33
37,33
27,30
27,30
21,24
21,24
25,29
25,29
22,24
22,24
22,26
18,25
18,25
20,25
20,25
22,28
22,28
23,28
23,28
23,24
23,24
24,26
24,26
17,20
17,20
19,21
19,21
22,22
22,22
36,37
36,37
36,35
36,35
24,31
24,31
29,34
29,34
28,33
28,33
23,24
23,24
39,35
39,35
24,22
24,22
22,22
22,22
23,22
23,22
23,23
23,23
22,22
22,22
61,63
61,63
0,24
24,24
24,24
26,25
26,25
27,25
27,25
31,24
31,24
23,24
23,24
23,25
23,25
24,25
23,24
23,24
23,24
23,24
23,24
23,24
23,25
23,25
23,24
23,24
23,21
23,23
23,23
0,25
0,25
0,25
0,25
0,25
0,25
0,24
0,24
0,25
0,25
59,58
59,58
55,50
55,50
56,53
56,53
17,22
17,22
19,23
19,23
20,21
20,21
23,23
23,23
2,5
2,5
24,24
24,24
24,24
24,24
26,22
26,22
23,23
23,23
24,22
24,22
24,22
24,22
21,24
21,24
22,23
56,54
56,54
56,56
56,56
33,24
33,24
34,28
34,28
29,33
29,33
23,25
23,25
23,22
23,22
23,25
23,25
28,26
28,26
28,24
28,24
28,27
28,27
33,26
33,26
33,22
33,22
22,23
22,23
22,23
22,23
23,21
23,21
23,22
23,22
23,21
23,21
22,21
22,21
21,23
21,23
20,21
20,21
20,18
20,18
18,20
18,20
20,20
20,20
20,21
20,21
20,21
20,21
25,22
25,22
23,24
23,24
23,22
23,22
23,22
23,22
23,23
23,23
23,23
23,23
17,17
17,17
17,18
17,18
16,18
16,20
16,18
16,18
16,20
10,8
10,8
0,1
6,6
6,6
19,21
19,21
20,19
20,19
25,25
25,25
13,9
90,82
22,24
22,24
43,51
43,51
42,39
42,39
25,31
25,31
18,17
18,17
14,14
14,14
100,87
39,36
39,36
0,29
0,29
24,32
24,32
50,47
50,47
50,43
50,43
51,44
51,44
49,47
49,47
5,6
5,6
25,25
25,25
20,23
20,23
24,23
24,23
26,28
26,28
15,20
15,20
17,19
17,19
17,23
17,23
29,31
29,31
20,26
20,26
27,26
27,26
27,25
27,25
28,26
28,26
22,24
22,24
34,55
34,55
37,54
37,54
35,29
35,29
26,24
26,24
26,25
26,25
27,24
27,24
27,25
27,25
3,6
3,6
15,15
15,15
3,4
3,4
14,16
14,16
16,19
16,19
17,21
17,21
12,13
12,13
22,26
22,26
22,24
22,24
21,23
21,23
21,23
20,24
20,24
18,20
18,20
16,20
16,20
34,41
34,41
23,43
23,43
56,49
56,49
76,64
76,64
56,55
48,47
39,57
39,57
25,30
25,30
29,31
29,31
32,35
32,35
55,45
55,45
27,30
27,30
34,38
34,38
28,29
28,29
13,22
13,22
23,25
23,25
27,23
27,23
53,32
53,32
23,27
23,27
30,27
30,27
57,66
15,22
15,22
12,17
12,17
27,34
27,34
46,44
46,44
35,34
35,34
25,28
14,31
14,31
27,29
27,29
84,75
84,75
31,30
31,30
18,25
18,25
57,48
57,48
41,45
41,45
30,32
30,32
28,29
28,29
32,35
32,35
30,29
30,29
31,22
31,22
39,44
39,44
9,8
9,8
65,40
65,40
23,28
23,28
49,36
49,36
45,50
45,50
65,47
44,37
44,37
20,25
20,25
22,24
22,24
41,38
41,38
45,57
45,57
38,37
38,37
13,8
13,8
13,11
13,11
63,64
63,64
26,30
26,30
30,33
30,33
45,50
45,50
27,27
27,27
42,46
42,46
42,45
42,45
32,33
32,33
53,57
53,57
28,26
28,26
33,31
33,31
36,35
36,35
36,37
36,37
15,24
15,24
65,63
65,63
52,48
52,48
22,28
22,28
25,33
25,33
29,25
29,25
57,64
57,57
57,57
58,61
58,61
23,26
23,26
25,25
33,35
33,35
44,39
44,39
39,30
39,30
41,39
41,39
27,26
27,26
27,30
27,30
28,24
28,24
32,27
32,27
33,31
33,31
28,28
28,28
27,31
27,31
27,33
27,33
25,29
25,29
51,42
51,42
28,36
28,36
28,30
28,30
51,54
51,54
33,38
33,38
31,27
31,27
36,42
36,42
59,54
59,54
44,40
44,40
